Summary,Safety Issues,Location,Title,Date Occurred,Decision Events,Skill Based Events,Perception Events,Routine Violation,Physical Environment,Technical Environment,Space Environment,Communications,Self Imposed Stress,Awareness Cognitive Factors,Adverse Psychological,Adverse Physiological,Medical / Mental,Individual Perception,Inadequate Supervision,Failure to Correct a Known Problem,Planned Inappropriate Operations,Supervisory Violations,Organizational Culture / Climate,Organizational Processes,Resource Management
"At 0850 The Princess Anne left Calais for Dover, the wind on departure was southwest 25 knots. On receiving information that local wind speeds had increased to 42 knots, the captain decided that this would be the last trip until the weather improved. He informed Dover Base One of his decision and, after confirming that conditions were still within operational limits, continued to Dover. About 30 minutes later, when in mid-channel, the hovercraft dropped into a wave trough, resulting in a minor impact on the port forward side of the craft. The starboard bow sustained damage in the vicinity of the first three windows and above. Apart from one person suffering from shock and wet clothing, there were no injuries. There was no reported damage to the vehicles.",The vessel suffered damage as a result of a wave impact while moving at a relatively slow speed in an area of confused seas at the time. The hovercraft was operating within the designated operating limits.,"Off Dover, England",Heavy weather damage to passenger hovercraft The Princess Anne,29 February 2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The former fishing vessel, mv Choice, which used for ‘team-building’ training, was on passage down the river Thames in the early morning of 9 August 2001. Ten students were embarked. At 0640 UTC she ran aground. The master, who was on watch in the wheelhouse, had not noticed that an untrained helmsman had steered the vessel out of the main navigable channel.","the master was fatigued
the master was not monitoring the vessel’s position
the master did not use the electronic charts available
the master was distracted by the number of people in the wheelhouse, and by a discussion with a student
environmental factors possibly influenced his perception of the vessel’s position
the master was not alerted by others who had concerns over the vessel’s position","Blyth Sands, River Thames-Sea Reach, England",Grounding of motor pleasure yacht Choice,9 August 2001,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"On 20 June 2001, the 8,904gt Greek-registered ro-ro cargo vessel Thelisis, collided with the 14.02m UK registered fishing vessel Our Sarah Jayne in the Thames Estuary. At the time of the collision Thelisis was under pilotage and Our Sarah Jayne was engaged in fishing. As a result of the collision, Our Sarah Jayne flooded then foundered. The skipper, who was operating his vessel single-handedly, was rescued by a Thames pilot cutter. There were no injuries. Thelisis sustained slight damage to her hull plating.","the pilot’s reliance on the use of VHF radio for collision avoidance
the pilot’s complacency and expectation that Our Sarah Jayne would alter course on his request
the master of Thelisis failing to override the pilot’s instructions
the decision by Our Sarah Jayne’s skipper to sail single-handedly, thereby denying himself the ability to keep a safe navigational watch","Thames Estuary, England",Collision between ro-ro cargo vessel Thelisis and trawler Our Sarah Jayne resulting in the trawler flooding and sinking,20 June 2001,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"About 0155 local time on March 9, 2019, the commercial fishing vessel Freyja was longline fishing in the Bering Sea near Point Tebenkof, Unalaska Island, Alaska, when the vessel grounded and remained stranded on the rocks. The four crewmembers abandoned the vessel and swam to a nearby Good Samaritan vessel. The vessel was considered a total loss, with damage estimates at $550,000. There were no reports of injuries or pollution.",​​​The probable cause of the grounding of the fishing vessel Freyja was the failure of the deckhand on watch to monitor the vessel’s track as a result of falling asleep due to an accumulated sleep deficit and the vessel owner’s lack of countermeasures to mitigate crewmember fatigue.,AK,Grounding of Fishing Vessel Freyja,3/9/2019,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"On May 3, 2022, about 1945 local time, the inspected passenger vessel Natchez, with one crewmember on board standing a security watch, was moored in the Industrial Canal in New Orleans, Louisiana, undergoing renovations, when a fire broke out. Local firefighters extinguished the fire at 2139. No pollution or injuries were reported. Damage to the vessel was estimated at $1.5 million.",We determined that the probable cause of the fire on board the passenger vessel Natchez was the failure of contractor and vessel personnel to identify and then either remove or adequately protect combustible material near hot work.​,"New Orleans, LA",Engine Room Fire aboard Passenger Vessel Natchez,5/3/2022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"About 1140 on June 22, 2017, the shrimp trawler Lady Damaris sank in the Gulf of Mexico en route to Galveston, Texas. The day prior, the crew had discovered a hole in the hull, which they were unable to effectively plug. As water flooded the trawler's engine room and freezer hold, the bilge pumps failed. The crew broadcast a distress call, and a US Coast Guard helicopter and small boat responded, along with a Good Samaritan vessel. Coast Guard personnel assisted the Lady Damaris's crew in attempting to dewater the vessel, but they were unable to keep up with the flooding. The vessel was abandoned and sank soon th​ereafter. No one was injured during the accident. About 5,000 gallons of diesel fuel and lube oil were released into the water. The Lady Damaris and its catch of bagged shrimp, valued at $210,000, were lost.",​​The probable cause of the flooding and sinking of the fishing vessel Lady Damaris​ was the captain’s decision to continue to operate with a known hull leak., ,Flooding and Sinking of Fishing Vessel Lady Damaris,6/22/2017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The pelagic freezer trawler Atlantic Princess was fishing off the coast of Mauritania and approaching the end of her first voyage to these waters before proceeding to Las Palmas to land the catch. The Third Engineer Officer, opened the side door of a Refrigerated Sea Water (RSW) tank to flush it out prior to it being loading with freshly caught fish. Shortly after opening the tank’s side door the Third Engineer collapsed. Unaware of the reasons, several of his colleagues went to his assistance. By the time they realised that the fumes emerging from the tank were toxic, several other members of the crew had also been overcome. The situation was eventually brought under control but not before three seamen had been killed and six injured.","the refrigerated sea water tank had been left unventilated and unrefrigerated for several days before the accident
advice to fishermen and fishing vessel operators on the danger of toxic gases in working spaces of fishing vessels is lacking","Off Mauritania, West Africa",Toxic fumes from refrigerated sea water tank on pelagic freezer trawler Atlantic Princess affecting 9 people with loss of 3 lives,25 July 1996,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"About 0549 local time on February 22, 2015, the US-flagged containership St. Louis Express and the Panama-flagged containership Hammersmith Bridge collided while meeting on the Scheldt River, west of Antwerp, Belgium. The St. Louis Express was outbound from Antwerp heading to its next scheduled port of Bremerhaven, Germany, while the Hammersmith Bridge was inbound to Antwerp. The accident resulted in combined vessel damages greater than $500,000. There were no reports of injuries or environmental pollution.","​​The probable cause of the collision between the containerships St. Louis Express and Hammersmith Bridge was the failure of the pilots and bridge teams on both vessels to assess the risk of collision, inadequate bridge resource management on both vessels, and a lack of communication between the pilots. Contributing to the accident was the failure to establish adequate passing room between the vessels ​while meeting near a major bend in a narrow channel",Hansweert,Collision between St. Louis Express & Hammersmith Bridge,2/22/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"On 15 May 2019, the third officer was struck and fatally injured by a freight vehicle semi-trailer while standing on the vessel’s stern ramp. The semi-trailer was being pushed ashore by one of the port’s tractor units. The third officer was facing down the ramp and talking on his mobile telephone when he was struck. He was unaware of the trailer approaching from behind and the tractor unit’s driver was not expecting any pedestrians to be on the stern ramp and could not see the third officer due to the trailer blocking his view ahead. The tractor unit driver was found to have cannabis in his system, but this was unlikely to have contributed to the accident.","This is one of several similar accidents in recent years where both maritime and land-based industry best practice guidance have not been met: there was no physical barrier on the stern ramp to segregate vehicles and pedestrians and there were no controls in place to monitor the stern ramp and stop vehicles when pedestrians needed to walk across it.

The use of mobile telephones and other communications media is an increasing source of distraction on working decks and in other hazardous workspaces on board ships, for which formal guidance is currently lacking.

This was the second work-related death in 15 months to have occurred on board ferries operated by Seatruck Ferries Ltd and berthed in Liverpool. Although the use of cannabis by the tractor unit driver was not considered to be a contributory factor in this accident, recreational cannabis use can impair judgement and performance. Random testing had not been carried out by the port operator.","Brocklebank Dock, Liverpool, England",Accident on the stern ramp of the ro-ro freight ferry Seatruck Progress with loss of 1 life,15 May 2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"In the evening on 25 May 2019, the Gibraltar registered motor yacht Vision collided with the UK registered motor yacht Minx, which was anchored at Île Sainte-Marguerite, near Cannes, France. Minx’s crewman was on the foredeck and there was nothing he could have done to prevent being fatally struck by Vision’s bow. The accident happened because Vision’s skipper underestimated the risk associated with attempting a fast, close pass by the anchored Minx, a manoeuvre intended to provide an opportunity for the guests to wave goodbye, as the charterer had asked. Vision’s skipper had also consumed cannabis, which is likely to have impaired his judgement.","it is vital for the safe operation of a commercial motor yacht, that the skipper prioritised the safety of the crew, passengers and the vessel

Vision’s surface-drive propulsion system was complex to operate and there were insufficient margins for error in the skipper’s plan to allow for any misjudgement, loss of control or failure

the use of recreational drugs, even in a ‘tolerant’ individual can impair decision-making and responses, which are vital for the safe operation of vessels

the accident took place in an anchorage with a 5-knot speed limit applicable to all vessels; however, Vision was proceeding at over six times that limit. Speed limits exist for a reason and it was unsafe to proceed at high speed in the anchorage","Île Sainte-Marguerite, near Cannes, France","Collision between motor yachts Minx and Vision with loss of 1 life
",25 May 2019,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"​​​On December 10, 2020, about 2205 local time, the fishing vessel Lucky Angel was trawling for shrimp in the Gulf of Mexico, 20 miles from Pascagoula, Mississippi, when a fire broke out in the vessel’s engine room. The three crewmembers attempted to fight the fire but were forced to abandon the vessel. They were rescued by the US Coast Guard, and the vessel sank 2 days later. No pollution was reported, but there was one minor injury. The vessel was a total constructive loss with an estimated value of $120,000.","We determined that the probable cause of the engine room fire aboard the fishing vessel Lucky Angel was the deterioration or chafing of wiring insulation, which caused arcing that ignited nearby combustible materials.​","Pascagoula, MS",Fire aboard Fishing Vessel Lucky Angel,12/10/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On the afternoon of 26 September 2006, the passenger vessel Thomson Celebration prepared to depart from St Peter Port, Guernsey. All passengers had been confirmed on board and the passenger tenders were recalled for recovery. When Tender 15 was being positioned under its falls, close to the side of the ship, the 1.5 knot tide affected the manoeuvre and the coxswain lost full control of the boat. The tender was carried astern and against the ship’s side. A crew member had left his station at Tender 15’s stern to try to prevent the davit hook from damaging the tender. He moved between the coach house and the ship’s side and became trapped. He received fatal crush injuries to his upper chest.","inadequate shipboard supervision of the tender operations
manning levels on passenger tenders not in accordance with levels specified in the ship’s SMS
inconsistent application of the in-house passenger tender training scheme","St Peter Port, Guernsey, Channel Islands",Crush incident during recovery of tender from passenger cruise ship Thomson Celebration with loss of 1 life,26 September 2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"At 0250 local time on June 13, 2018, the inbound bulk carrier Yochow collided with the articulated tug and barge OSG Independence/OSG 243, which was moored at the TPC Group, Inc. facility on the Houston Ship Channel in Houston, Texas. OSG 243's tanks were empty and awaiting a cargo of methyl tert-butyl ether (MTBE). As a result of the collision, two of the barge's tanks and Yochow's bulbous bow were holed, and the facility suffered extensive structural damage. There were no injuries among the crew of 18 on the Yochow or the 8 aboard the tug OSG Independence, nor was any pollution reported. Damage to the facility ($20 million), the barge ($1 million), and the bulk carrier ($338,000) amounted to an estimated $21,338,000.","​​The probable cause of the collision of the bulk carrier Yochow with the tank barge of the articulated tug and barge OSG Independence/OSG 243​ was the mate’s failure to effectively monitor the helmsman, contrary to the principles of good bridge resource management. Contributing to the accident was the lack of company and shipboard oversight to ensure crewmembers adhered to work/rest guidelines, resulting in fatigue of the helmsman.","Houston, TX",Collision of Bulk Carrier Yochow with Articulated Tug and Barge OSG Independence/OSG 243,6/13/2018,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
"On November 22, 2020, about 2122 local time, the towing vessels Trent Joseph and George C together were towing two barges southbound in the Barataria Waterway near Barataria, Louisiana. While passing through the open Barataria Bridge, the second barge contacted the bridge’s swing span. The bridge, which was the only means of road access for the community of Barataria, was damaged and remained unusable until November 28. There were no injuries and no pollution reported. Damage to the barge was negligible, while damage to the bridge was reported to be more than $500,000.",​The National Transportation Safety Board determines that the probable cause of the contact of the tow of the Trent Joseph with the Barataria Bridge was a corner of the bridge’s swing span protruding outside of its protective fendering into the navigable channel after recently attempted repairs to the limit switch system that controlled the swing span’s rotation limit.​​,"Lafitte, LA",Contact of Trent Joseph Tow with Barataria Bridge,11/22/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"On 23 November 2007, the 7.34m motor cruiser Last Call attempted to leave the port of Whitby. The boat was overwhelmed by the force of the large seas that had developed at the harbour’s entrance, and all three of the crew lost their lives.","the skipper’s and crew’s lack of training and qualification in the use and operation of small craft contributed significantly to the accident

the port information pack produced by Whitby harbour needed to be more comprehensive and include information about the local effects caused by northerly winds

there are no official instructions or advice for the importers of craft into the UK in respect of their responsibilities under the Recreational Craft Directive","Off Whitby, England",Sinking of motor cruiser Last Call in heavy weather with loss of 3 lives,23 November 2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"On January 17, 2016, about 1631, the 390-foot-long cargo vessel Manizales collided with the 623-foot-long bulk carrier Zen-Noh Grain Pegasus on the Mississippi River at mile marker (mm) 153 near Hester, Louisiana. Before the collision, the Manizales had anchored in the Belmont Anchorage just upriver from the Zen-Noh Grain Pegasus. Within 30 minutes of dropping both of its anchors, the cargo vessel's anchors dragged. The Manizales drifted downriver toward the bulk carrier and became entangled in the larger ship's port and starboard anchor chains. The Manizales incurred over $2.2 million in damages from the collision, and the Zen-Noh Grain Pegasus lost its starboard anchor. No pollution or injuries were reported.",​​The probable cause of the collision between the Manizales and the Zen-Noh Grain Pegasus was the decision by the New Orleans-Baton Rouge Pilots Association to assign the Manizales to the Belmont Anchorage during high-water conditions with three other vessels already anchored in the area.,"Hester, LA",Collision between Cargo Vessel Manizales and Bulk Carrier Zen-Noh Grain Pegasus,1/17/2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"On 14 August 2012 while 15 nautical miles north-west of Cape Wrath, Scotland, an experienced recreational diver fell onto the deck of the dive workboat Jean Elaine. Although it was not immediately apparent it is likely that during the fall his diving gear caused significant internal injuries. Having been helped back to his feet by the boat’s crew, positive indication was made to continue with the dive and the diver entered the water unaided. During the dive the casualty began an unplanned ascent losing control of his breathing and buoyancy shortly afterwards. Despite efforts in the water, on board Jean Elaine and by emergency services, he was later pronounced dead.","there was a significant risk to divers of tripping and falling when attempting to walk on the deck of a workboat in open sea while fully dressed and equipped for deep ‘technical’ diving
the effects of wearing a large amount of heavy diving equipment can significantly exacerbate the results of what might otherwise be considered a relatively minor fall
while other incidents underwater have not been considered, it is plausible that Lex Warner started his unplanned ascent, which led to his death, because he felt unwell as a result of internal injuries suffered during a pre-dive fall.
although the skipper was aware of the demands of his working environment, there was no evidence of a formal assessment of the risks to a fully-dressed diver moving from his seated preparation area, to the point of entry into the water","15nm north-west of Cape Wrath, Scotland",Fall on foredeck of dive workboat Jean Elaine with loss of 1 life,14 August 2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Between 0420 and 0450 on 18 February 2008, the UK registered cargo vessel Sea Mithril grounded in the River Trent on three occasions. A river pilot was embarked and the visibility had reduced to about 20m by dense fog. The groundings occurred after the vessel had been manoeuvred by the master, to increase the passing distance from vessels moored alongside at Flixborough. After touching the river bottom for the third time, Sea Mithril moored alongside Grove Wharf at 0510. There were no injuries to the crew and no pollution, but the vessel sustained material damage to one of her azimuth propulsion pods.","the master was the helmsman because he was the only person able to control the ship’s azimuth propulsion system when in hand-steering
the master was unable to maintain a command overview of the vessel’s passage
the master relied totally on the pilot for the safe navigation of his vessel
communication and co-ordination between the master and pilot prior to the groundings was poor
the pilot was not supported by the bridge organisation, which became dysfunctional after restricted visibility was encountered
flaws in the bridge organisation and available support were not identified by the master or the pilot","Grove Port, River Trent, England",Groundings made by general cargo vessel Sea Mithril while approaching port,18 February 2008,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"While the 40m Banff-registered, twin rig trawler Solstice II was fishing the grounds off Rockall, a member of the crew was fatally injured.","there were a lack of safety guards fitted to the winches
the casualty placing himself in danger
inability of the skipper to operate both winches and effectively monitor the actions of the crewman on deck
the risk assessment was ineffective in that it did not reflect safe standard operating procedures specific to Solstice II",25 miles south-west of Rockall in North Atlantic Ocean,Entanglement while shooting fishing gear from twin rig stern trawler Solstice II with loss of 1 life,23 January 2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"On 7 August 1999 yacht Bluebell of Warsash collided with an unidentified ship about 23 miles south of The Needles, Isle of Wight, England. Two of the four crew of the yacht were on deck keeping a navigation watch when the vessel was struck by a ship’s bulbous bow struck on the starboard side. One watchkeeper threw himself over the port side just before the impact. After recovering the man overboard, the yacht was able to make for The Needles and rendezvous with a RNLI lifeboat. Three crew were injured, two of which were airlifted to hospital. The yacht was towed to Yarmouth. Despite a number of enquiries the ship involved in the collision has remained unidentified.","The causes of the accident were that the ship failed to take avoiding action in compliance with its obligation as a give-way vessel under the International Regulations for Preventing Collision at Sea, and also that the two watchkeepers on the yacht did not appreciate the ship was on a collision course early enough to take effective avoiding action.","23 miles south of The Needles, Isle of Wight, England",Collision between sailing yacht Bluebell of Warsash and an unidentified ship with 3 people injured,7 August 1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"​On April 8, 2023, about 0300 local time, a fire was discovered on the commercial fishing vessel Kodiak Enterprise while the vessel was docked at the Trident Seafoods facility in Tacoma, Washington. The fire burned for 6 days before first responders declared it extinguished on April 14. No pollution or injuries were reported. The Kodiak Enterprise, which was declared a total loss, had an estimated value of $56.6 million. ","We ​determined that the probable cause of the fire aboard the Kodiak Enterprise was an unknown electrical source within the dry stores room. Contributing to the risk to the onboard crewmembers and to the severity of the fire was the vessel’s inadequate fire detection and notification system, which was not designed to sound in crew accommodation spaces, and failed to wirelessly alert shoreside contacts. ​","Tacoma, WA",Fire aboard Fishing Vessel Kodiak Enterprise,4/8/2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"At 0654 on 9 March 2014, the master of Sea Breeze, a Barbados registered general cargo ship, contacted Falmouth Coast guard to report that the ship’s engine room was flooding. A ballast pump in the vessel’s engine room was being maintained when water began to enter the space. The crew were unable to stem the flow and the engine room was evacuated. The crew did not deal effectively with the emergency as they had not been trained. Salvors were able to bring the flooding under control and the vessel was initially anchored in St Austell bay at 2100 on 10 March before being moved to a berth in Fowey. The MAIB investigation identified a very poor standard of engineering being carried out on a ship in materially poor condition.","the master, who was the officer on watch at the time, was not aware that the work was taking place and no permit to work had been issued

a risk assessment had not been completed prior to work commencing, basic contingency preparations were not taken and good engineering practice was not applied

no on board training or drills had been completed, hampering the crew’s ability to respond effectively to the flooding

the crew saw no value in safety management and this was symptomatic of a wider absence of any safety culture both on board and within Shipmar

the sea water inlet valve actuator could jam intermittently, giving the impression that the valve was closed when it was not. The actuator had been poorly repaired in the past leaving the worm and quadrant gearing in an unserviceable condition","11.6nm off Lizard Point, Cornwall, England",Flooding and abandonment of general cargo ship Sea Breeze,9 March 2014,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"On April 29, 2022, about 1913 local time, a fire started in the engine room of the 600-foot-long chemical tank ship Endo Breeze while the vessel was transiting outbound from Linden, New Jersey, through the Raritan Bay West Reach channel, to Bay Ridge Anchorage. The crew extinguished the fire using the engine room’s fixed carbon dioxide fire extinguishing system. As a result of the fire, the vessel lost propulsion and was anchored in the channel. No pollution or injuries were reported. Damage to the vessel was estimated at $1.2 million.","​We determined that the probable cause of the engine room fire aboard the chemical tank ship Endo Breeze was a main engine fuel injector pump replacement that was not conducted in accordance with manufacturer procedures, which resulted in a high-pressure fuel spray that ignited off the engine exhaust components.​","Linden, NJ",Engine Room Fire Aboard Cargo Vessel Endo Breeze,4/29/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"Maersk Kendal, a UK registered container ship, ran aground on Monggok Sebarok reef in the Singapore Strait on 16 September 2009. The vessel had altered her course to starboard to give way to three vessels exiting Jong Channel. This caused her to head towards the reef with the intention of altering course to port and resuming her original planned track after passing astern of the third vessel. Despite warnings from Singapore Vessel Traffic Information System, the vessel did not reduce speed or alter course in sufficient time to prevent her from grounding. Substantial damage was sustained to the fore part of the vessel. However, there were no resulting injuries and no pollution.","the movement of the engine telegraph from full ahead manoeuvring to half ahead had no effect on the engine speed; neither the master nor the chief officer appreciated this at the time

the master’s assessment of the situation and decision to alter course to starboard were based on his observation of true vectors and relative trails of the radar targets; no trial manoeuvres were carried out

the master and chief officer misinterpreted the information received from VTIS in respect of which three vessels it had referred to

the master and chief officer became irritated by the frequent interventions by VTIS, which resulted in important information from VTIS being missed",Monggok Sebarok reef in the Singapore Strait,Grounding of container vessel Maersk Kendal,16 September 2009,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"On November 17, 2020​, after departing Portland, Maine, the four crewmembers aboard the 82-foot-long commercial fishing vessel Emmy Rose fished for 5 days in the Gulf of Maine. On November 22, the captain notified a seafood distribution facility in Gloucester, Massachusetts, that they had about 45,000 pounds of assorted fish to offload and expected to arrive at 0600 the following morning. The crew fished for another 4 hours, departing about 1830 for Gloucester. At 0129 on November 23, the US Coast Guard in Boston, Massachusetts, received a distress signal from the emergency position indicating radio beacon (EPIRB) registered to the Emmy Rose. There were no distress calls from the vessel before the EPIRB signal. The vessel had traveled about 45 miles to the west over the 7 hours since departing the fishing grounds. Weather conditions recorded by a nearby buoy (about 21 miles from the sinking site) at the time of the EPIRB signal were winds from the east-southeast at 17 knots, gusting to 21 knots, and the sea state was 5.6 feet observed with an easterly sea swell of 5-6 feet. Coast Guard search and rescue assets were deployed to the area of the EPIRB signal, about 27 miles from Provincetown, Massachusetts. Search and rescue efforts continued for 38 hours and covered over 2,200 square miles. During the search, Coast Guard personnel recovered the EPIRB, the liferaft, one life ring, and two wooden fish hold hatch covers from the Emmy Rose. None of the crewmembers were located as of the date of this report, and they are presumed dead. The vessel sank in 794 feet of water and was not recovered. Its estimated value was $325,000.","We determined that the probable cause of the sinking of the fishing vessel Emmy Rose was a sudden loss of stability (capsizing) caused by water collecting on the aft deck and subsequent flooding through deck hatches, which were not watertight or weathertight because they had covers that did not have securing mechanisms, contrary to the vessel’s stability instructions and commercial fishing vessel regulations.​", ,Sinking of Commercial Fishing Vessel Emmy Rose,11/23/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"On 29 August 2015, in daylight and good visibility, the cargo ship Daroja and the bunker barge Erin Wood collided just east of Peterhead, Scotland. Erin Wood was badly damaged and its crew put in danger; there was also some minor pollution from leaking fuel cargo. The accident happened because a proper lookout was not being kept on either vessel. This meant that watchkeepers in both vessels were unaware of the risk of collision and took no action to avoid the other ship.","avoiding collision starts with keeping a good lookout in order to detect other vessels and assess the situation. This is a key principle of safe navigation and should be maintained by all ships at all times

similar to previous MAIB investigations, this accident highlights the potential consequences when the risks associated with the Officer of the Watch (OOW) being the sole lookout are not effectively addressed

a high standard of watchkeeping involves using all the information available on the bridge to build and maintain a good picture. In this case radar, visual and Automatic Identification System (AIS) information could have been utilised more effectively on both ships

the flooding of Erin Wood happened because the vessel was underway with both the upper deck weathertight doors open. Care should always be taken at sea and watertight or weathertight doors should not be left open unnecessarily","4 nautical miles south-east of Peterhead, Scotland",Collision between general cargo vessel Daroja and oil bunker barge Erin Wood,29 August 2015,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Early in the morning on 21 November 2020, the scallop dredger Joanna C capsized south of Newhaven, England; only one of the three crew survived. Joanna C’s crew was hauling the gear when they noticed that the starboard dredge bar had become snagged on a line of whelk pots. The snag caused a heel to starboard from which the vessel could not recover, and it capsized rapidly. The MAIB’s investigation found that through-life modifications, culminating in extensive alterations in 2019, had reduced Joanna C’s previously good stability to a state where it had very low reserves of positive stability and increased vulnerability to capsize. The detrimental effect of the modifications was unknown to the crew and regulator alike because, although a stability assessment had begun after the 2019 modifications, the analysis was never completed, and the vessel was free to continue operation. During the capsize Joanna C’s mate was thrown into the water and the skipper later managed to escape as the inverted vessel sank; however, the deckhand remained trapped inside. The vessel’s liferaft did not inflate during the accident because the uninflated liferaft had insufficient buoyancy to initiate the inflation mechanism. The absence of a liferaft adversely affected the survivability of the crew in the sea after the vessel sank.","Reserves of stability are critical to allow fishing vessels to operate safely and ensure recovery back to upright from a heel induced by the environmental conditions or a snagging. Joanna C’s very low margin of positive stability left the vessel extremely vulnerable to capsize.

Liferafts fitted for ‘float-free’ operation must have sufficient buoyancy in the uninflated state to activate the inflation mechanism. Although a buoyancy standard existed for larger SOLAS liferafts there was no corresponding requirement for smaller, non-SOLAS liferafts such as those fitted to fishing vessels.","South of Newhaven, England",Capsize and sinking of scallop dredger Joanna C with loss of 2 lives,21 November 2020,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On the afternoon of July 28, 2018, the sport-fishing vessel Got 'M On collided with the commercial fishing vessel Lady Toni about 105 miles east of Corpus Christi, Texas. The Got 'M On began flooding and all eight persons aboard disembarked to a Good Samaritan vessel before the sport-fishing boat sank. No pollution or injuries were reported. The value of the Got 'M On was $1.2 million and damage to the Lady Toni was about $250,000.","The probable cause of the collision between sport-fishing vessel Got 'M On and commercial fishing vessel Lady Toni was the failure of the Lady Toni captain to take appropriate action to avoid the collision, and the Got 'M On​ captain’s failure to safely operate his vessel by leaving the bridge unattended.",TX,Collision between Fishing Vessels Got 'M On and Lady Toni and Subsequent Sinking of Got 'M On,7/28/2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On May 16, 2019, the fully laden product tanker American Liberty got underway with a pilot on the Lower Mississippi River, at mile 140.2 near Reserve, Louisiana, when the bridge team lost control of the vessel in the fast current, and made contact with moored vessels, barges, and wharfs along the left descending bank from miles 139.5 to 138.7 as it moved down river. Four injuries and no pollution were reported. There was a reported $40.5 million in damages to the vessels, barges, and terminals.","​​The probable cause of the contact of the tank vessel American Liberty and multiple vessels, barges, and wharfs was poor bridge resource management and miscommunication between the pilot and the master, which led to the bridge team’s delay in carrying out an engine order and caused a delay in the vessel attaining sufficient speed to conduct an undocking maneuver in high river conditions. Contributing to the accident was the decision to release the assisting tugs before the undocking maneuver was completed.","Reserve, LA",Contact of Tanker American Liberty with Multiple Vessels,5/16/2019,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"On 9 June 2016, a couple were found deceased on board the motor cruiser Love for Lydia, which was moored alongside Wroxham Island, River Bure, Norfolk. The couple died from carbon monoxide poisoning. Our investigation identified that:

the source of the carbon monoxide was exhaust fumes from the boat’s large inboard petrol engine
the engines exhaust emissions contained very high levels of CO even when idling
the boat’s habitable spaces were not adequately ventilated; the forepeak cabin’s deck hatch and port holes were shut
the boat’s occupants were not alerted to the danger because a carbon monoxide alarm was not fitted","occupants of vessels without carbon monoxide alarms will have no warning if the lethal is present in habitable areas. It is essential that carbon monoxide sensors are fitted in areas where carbon monoxide could accumulate and pose a risk to health (such as the accommodation areas of motor cruisers)

the use of canopies can lead to the accumulation of carbon monoxide within an enclosed space and potentially increase the risk of poisoning, even when a boat is making way. Ensure that all spaces, including those under a canopy or an awning are always well ventilated

CO may not always originate from internal sources or even from your own vessel. The occupants of neighbouring boats are at risk when moored near vessels emitting high concentrations of CO","Wroxham Broad, England",Carbon monoxide poisoning on board the motor cruiser Love for Lydia with the loss of 2 lives,7 June 2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
